Country,Family_Type,Season,Pattern,Hour,Total_Electricity_Usage,Father_Action,Father_Consumption,Mother_Action,Mother_Consumption,Child1_Action,Child1_Consumption,Child2_Action,Child2_Consumption,Heating_Action,Heating_Consumption,Cooling_Action,Cooling_Consumption
USA,Nuclear Family,Autumn,Weekday,12,0.4,Lunch,0.2,Lunch,0.2,Lunch,0.0,Lunch,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,13,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,14,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,15,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,16,0.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,17,0.3,Commuting,0.0,Commuting,0.0,Commuting,0.0,Commuting,0.0,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,18,1.4,Evening-Relaxation,0.3,Evening-Relaxation,0.3,Homework,0.2,Playing-Outdoors,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,19,1.5,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,20,1.2,Watching-TV,0.2,Helping-Child1-with-Homework,0.2,Playing-Video-Games,0.3,Watching-TV,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,21,0.7,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,22,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,23,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,0,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,1,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,2,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,3,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,4,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,5,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,6,1.0,Waking-up,0.05,Waking-up,0.05,Waking-up,0.05,Waking-up,0.05,Morning-Heating-Warming-up,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,7,1.3,Showering,0.15,Showering,0.15,Breakfast,0.1,Breakfast,0.1,Morning-Heating-Warming-up,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,8,0.9,Commuting,0.0,Preparing-breakfast,0.3,School,0.0,School,0.0,Morning-Heating-Warming-up,0.6,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,9,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,10,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,11,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,12,1.1,Lunch,0.2,Lunch,0.2,School-lunch,0.1,School-lunch,0.1,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,13,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,14,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,15,0.6,Working,0.0,Working-from-home,0.1,School,0.0,School,0.0,Daytime-Heating-Maintaining-warmth,0.5,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,16,1.0,Commuting,0.0,Preparing-lunch,0.3,School,0.0,School,0.0,Evening-Heating-Temperature-drop,0.7,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,17,2.1,Cooking,0.5,Cooking,0.5,Homework,0.2,Homework,0.2,Evening-Heating-Temperature-drop,0.7,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,18,1.9,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating-Temperature-drop,0.7,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,19,1.6,Family-time,0.1,Family-time,0.1,Playing-video-games,0.3,Playing-video-games,0.3,Nighttime-Heating-Maintaining-warmth,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,20,1.6,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Nighttime-Heating-Maintaining-warmth,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,21,1.2,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Nighttime-Heating-Maintaining-warmth,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,22,1.2,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Nighttime-Heating-Maintaining-warmth,0.8,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekday,23,1.08,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,1.0,No-Cooling-Needed-Nighttime,0.0
USA,Nuclear Family,Winter,Weekend,0,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,1,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,2,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,3,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,4,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,5,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,6,0.8,Waking-up,0.1,Waking-up,0.1,Waking-up,0.1,Waking-up,0.1,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,7,1.6,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,8,2.1,Working-from-home,0.5,Laundry,0.5,Playing-video-games,0.4,Playing-video-games,0.4,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,9,2.0,Working-from-home,0.5,Cleaning,0.4,Playing-video-games,0.4,Playing-video-games,0.4,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,10,1.7,Working-from-home,0.5,Reading,0.1,Playing-video-games,0.4,Playing-video-games,0.4,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,11,1.3,Working-from-home,0.5,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,12,1.4,Lunch,0.3,Lunch,0.3,Lunch,0.3,Lunch,0.3,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,13,1.0,Working-from-home,0.5,Gardening,0.1,Playing-outside,0.1,Playing-outside,0.1,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,14,1.3,Working-from-home,0.5,Cooking,0.4,Playing-outside,0.1,Playing-outside,0.1,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,15,1.3,Working-from-home,0.5,Cooking,0.4,Playing-outside,0.1,Playing-outside,0.1,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,16,1.4,Working-from-home,0.5,Cooking,0.4,Playing-outside,0.1,Playing-outside,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,17,1.5,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,18,1.2,Family-time,0.2,Family-time,0.2,Family-time,0.2,Family-time,0.2,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,19,1.2,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,20,0.9,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,21,0.9,Preparing-bed,0.1,Preparing-bed,0.1,Preparing-bed,0.1,Preparing-bed,0.1,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,22,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,23,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,0,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,1,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,2,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,3,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,4,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,5,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,6,0.7,Morning-Exercise,0.1,Morning-Coffee,0.1,Breakfast,0.1,Breakfast,0.1,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,7,1.3,Showering,0.3,Showering,0.3,Showering,0.2,Showering,0.2,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,8,0.6,Breakfast,0.2,Breakfast,0.2,Watching-TV,0.1,Watching-TV,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,9,0.7,Gardening,0.1,Baking,0.2,Playing-Video-Games,0.2,Playing-Video-Games,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,10,0.55,Reading,0.05,Cleaning,0.1,Playing-Video-Games,0.2,Playing-Video-Games,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,11,0.4,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,12,0.6,Lunch,0.2,Lunch,0.2,Lunch,0.1,Lunch,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,13,0.7,Watching-TV,0.1,Baking,0.2,Playing-Video-Games,0.2,Playing-Video-Games,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,14,0.6,Gardening,0.1,Cleaning,0.1,Playing-Video-Games,0.2,Playing-Video-Games,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,15,0.4,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,16,1.0,Cooking,0.3,Cooking,0.3,Playing-Outside,0.1,Playing-Outside,0.1,Afternoon-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,17,1.1,Dinner,0.3,Dinner,0.3,Dinner,0.1,Dinner,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,18,0.7,Family-Game,0.1,Family-Game,0.1,Family-Game,0.1,Family-Game,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,19,0.7,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,Watching-TV,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,20,0.6,Reading,0.05,Reading,0.05,Reading,0.05,Reading,0.05,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,21,1.4,Showering,0.3,Showering,0.3,Showering,0.2,Showering,0.2,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,22,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,23,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Summer,Weekday,0,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,1,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,2,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,3,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,4,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,5,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,6,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,7,2.1,Showering,0.5,Preparing-Breakfast,0.4,Eating-Breakfast,0.1,Eating-Breakfast,0.1,No-Heating-Needed,0.0,Morning-Cooling,1.0
USA,Nuclear Family,Summer,Weekday,8,1.0,Commuting,0.0,Commuting,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Morning-Cooling,1.0
USA,Nuclear Family,Summer,Weekday,9,1.5,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Midday-Cooling,1.5
USA,Nuclear Family,Summer,Weekday,10,1.5,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Midday-Cooling,1.5
USA,Nuclear Family,Summer,Weekday,11,1.5,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Midday-Cooling,1.5
USA,Nuclear Family,Summer,Weekday,12,2.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Peak-Cooling,2.0
USA,Nuclear Family,Summer,Weekday,13,2.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Peak-Cooling,2.0
USA,Nuclear Family,Summer,Weekday,14,2.0,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Peak-Cooling,2.0
USA,Nuclear Family,Summer,Weekday,15,1.5,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Midday-Cooling,1.5
USA,Nuclear Family,Summer,Weekday,16,1.5,Working,0.0,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Midday-Cooling,1.5
USA,Nuclear Family,Summer,Weekday,17,1.4,Commuting,0.0,Commuting,0.0,Homework,0.2,Homework,0.2,No-Heating-Needed,0.0,Evening-Cooling,1.0
USA,Nuclear Family,Summer,Weekday,18,3.4,Cooking,1.0,Laundry,0.8,Playing-Video-Games,0.3,Playing-Video-Games,0.3,No-Heating-Needed,0.0,Evening-Cooling,1.0
USA,Nuclear Family,Summer,Weekday,19,2.2,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,No-Heating-Needed,0.0,Evening-Cooling,1.0
USA,Nuclear Family,Summer,Weekday,20,1.3,Dinner,0.3,Dinner,0.3,Dinner,0.1,Dinner,0.1,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,21,0.9,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,22,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,23,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Spring,Weekend,0,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,1,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,2,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,3,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,4,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,5,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,6,0.7,Morning-Exercise,0.1,Morning-Coffee,0.1,Waking-Up,0.1,Waking-Up,0.1,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,7,1.1,Showering,0.2,Showering,0.2,Showering,0.2,Showering,0.2,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,8,1.2,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,9,1.6,Gardening,0.5,Baking,0.4,Playing-Video-Games,0.4,Drawing,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,10,1.1,Reading,0.1,Cleaning,0.3,Playing-Video-Games,0.4,Drawing,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,11,0.8,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,12,1.2,Lunch,0.3,Lunch,0.3,Lunch,0.3,Lunch,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,13,1.52,Nap,0.02,Gardening,0.5,Playing-Outside,0.5,Playing-Outside,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,14,1.52,Nap,0.02,Gardening,0.5,Playing-Outside,0.5,Playing-Outside,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,15,1.52,Nap,0.02,Gardening,0.5,Playing-Outside,0.5,Playing-Outside,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,16,1.6,Family-Outdoor-Activity,0.4,Family-Outdoor-Activity,0.4,Family-Outdoor-Activity,0.4,Family-Outdoor-Activity,0.4,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,17,1.9,Cooking-Dinner,0.5,Cooking-Dinner,0.5,Helping-Cook-Dinner,0.3,Helping-Cook-Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,18,1.5,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,19,1.1,Family-TV-Time,0.2,Family-TV-Time,0.2,Family-TV-Time,0.2,Family-TV-Time,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,20,0.7,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,21,0.7,Preparing-Bed,0.1,Preparing-Bed,0.1,Preparing-Bed,0.1,Preparing-Bed,0.1,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,22,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
