Country,Family_Type,Season,Pattern,Hour,Total_Electricity_Usage,Mother_Action,Mother_Consumption,Father_Action,Father_Consumption,Child1_Action,Child1_Consumption,Child2_Action,Child2_Consumption,Heating_Action,Heating_Consumption,Cooling_Action,Cooling_Consumption
USA,Nuclear Family,Autumn,Weekday,10,0.6,Working-from-home,0.2,Working-from-home,0.2,School,0.0,School,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,11,0.6,Working-from-home,0.2,Working-from-home,0.2,School,0.0,School,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,12,0.6,Lunch,0.2,Lunch,0.2,Lunch,0.0,Lunch,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,13,0.6,Working-from-home,0.2,Working-from-home,0.2,School,0.0,School,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,14,0.6,Working-from-home,0.2,Working-from-home,0.2,School,0.0,School,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,15,0.6,Working-from-home,0.2,Working-from-home,0.2,School,0.0,School,0.0,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,16,1.1,Preparing-Dinner,0.4,Preparing-Dinner,0.4,School,0.0,School,0.0,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,17,1.3,Dinner,0.3,Dinner,0.3,Homework,0.2,Homework,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,18,1.3,Family-time-TV,0.2,Family-time-TV,0.2,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,19,0.9,Helping-Child1-with-homework,0.1,Helping-Child1-with-homework,0.1,Homework,0.2,Homework,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,20,0.8,Helping-Child2-with-homework,0.1,Helping-Child2-with-homework,0.1,Watching-TV,0.1,Watching-TV,0.1,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,21,1.0,Family-time-TV,0.2,Family-time-TV,0.2,Watching-TV,0.1,Watching-TV,0.1,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,22,0.8,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekday,23,0.48,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,0,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,1,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,2,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,3,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,4,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,5,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,6,0.68,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,7,1.4,Preparing-Breakfast,0.5,Getting-Ready-for-Work,0.1,Getting-Ready-for-School,0.1,Getting-Ready-for-School,0.1,Morning-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,8,0.8,Working-from-Home,0.2,Commuting,0.0,Commuting,0.0,Commuting,0.0,Morning-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,9,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,10,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,11,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,12,0.6,Lunch,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,13,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,14,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,15,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,16,0.6,Working-from-Home,0.2,Working,0.0,Commuting,0.0,Commuting,0.0,Daytime-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,17,1.6,Preparing-Dinner,0.4,Commuting,0.0,Homework,0.3,Homework,0.3,Evening-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,18,1.8,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,19,1.8,Family-Time,0.2,Family-Time,0.2,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Evening-Heating,0.6,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,20,1.7,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,21,0.9,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,22,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekday,23,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,0,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,1,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,2,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,3,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,4,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,5,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,6,0.6,Waking-up,0.05,Waking-up,0.05,Waking-up,0.05,Waking-up,0.05,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,7,1.6,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,8,1.55,Leisure-time-TV,0.2,Leisure-time-News,0.15,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,9,1.4,Leisure-time-Reading,0.1,Leisure-time-Online,0.1,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,10,1.45,Leisure-time-Online,0.15,Leisure-time-Online,0.1,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,11,1.8,Cooking-Lunch,0.4,Cooking-Lunch,0.4,Lunch,0.3,Lunch,0.3,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,12,1.5,Eating-Lunch,0.3,Eating-Lunch,0.3,Eating-Lunch,0.3,Eating-Lunch,0.3,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,13,1.5,Leisure-time-TV,0.2,Leisure-time-TV,0.2,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,14,1.4,Leisure-time-Online,0.15,Leisure-time-Online,0.15,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,15,1.5,Leisure-time-TV,0.2,Leisure-time-TV,0.2,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,16,1.4,Leisure-time-Online,0.15,Leisure-time-Online,0.15,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,17,1.8,Cooking-Dinner,0.4,Cooking-Dinner,0.4,Dinner,0.3,Dinner,0.3,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,18,1.6,Dinner,0.3,Dinner,0.3,Eating-Dinner,0.3,Eating-Dinner,0.3,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,19,1.2,Family-time-TV,0.2,Family-time-TV,0.2,Family-time-TV,0.2,Family-time-TV,0.2,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,20,1.5,Leisure-time-Online,0.15,Leisure-time-Online,0.15,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,21,0.9,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Preparing-for-bed,0.1,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,22,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Winter,Weekend,23,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,0,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,1,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,2,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,3,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,4,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,5,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,6,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,7,0.7,Morning-Preparation,0.1,Morning-Preparation,0.1,Morning-Preparation,0.1,Morning-Preparation,0.1,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,8,1.5,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Breakfast,0.3,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,9,1.5,Gardening,0.2,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,10,1.8,Laundry,0.5,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,11,1.4,Reading,0.1,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,12,1.4,Lunch,0.3,Lunch,0.3,Lunch,0.3,Lunch,0.3,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,13,1.5,Watching-TV,0.2,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,14,1.7,Cooking,0.4,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,15,1.6,Cleaning,0.3,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,16,1.7,Cooking,0.4,Outdoor-Activities,0.3,Playing-Video-Games,0.4,Playing-Video-Games,0.4,Daytime-Heating,0.2,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,17,1.5,Dinner,0.3,Dinner,0.3,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,18,1.1,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,19,1.1,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Watching-TV,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,20,0.7,Reading,0.1,Reading,0.1,Reading,0.1,Reading,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,21,0.7,Preparing-for-Bed,0.1,Preparing-for-Bed,0.1,Preparing-for-Bed,0.1,Preparing-for-Bed,0.1,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,22,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Autumn,Weekend,23,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Summer,Weekday,0,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,1,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,2,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,3,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,4,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,5,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,6,0.8,Morning-Preparation,0.1,Morning-Preparation,0.1,Morning-Preparation,0.1,Morning-Preparation,0.1,No-Heating-Needed,0.0,Morning-Cooling,0.4
USA,Nuclear Family,Summer,Weekday,7,0.9,Preparing-Breakfast,0.3,Commuting-to-Work,0.0,Eating-Breakfast,0.1,Eating-Breakfast,0.1,No-Heating-Needed,0.0,Morning-Cooling,0.4
USA,Nuclear Family,Summer,Weekday,8,0.6,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Morning-Cooling,0.4
USA,Nuclear Family,Summer,Weekday,9,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,10,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,11,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,12,1.2,Lunch,0.2,Lunch,0.2,Lunch,0.1,Lunch,0.1,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,13,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,14,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,15,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,16,0.8,Working-from-Home,0.2,Working,0.0,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling,0.6
USA,Nuclear Family,Summer,Weekday,17,1.2,Preparing-Dinner,0.3,Commuting-from-Work,0.0,After-School-Activity,0.2,After-School-Activity,0.2,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,18,1.5,Dinner,0.3,Evening-Relaxation,0.3,Evening-Relaxation,0.2,Evening-Relaxation,0.2,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,19,1.2,Evening-TV,0.2,Dinner,0.3,Dinner,0.1,Dinner,0.1,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,20,1.4,Helping-Child1-with-Homework,0.1,Watching-TV,0.2,Homework,0.3,Playing-Video-Games,0.3,No-Heating-Needed,0.0,Evening-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,21,1.1,Reading,0.1,Reading,0.1,Watching-TV,0.2,Watching-TV,0.2,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,22,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Summer,Weekday,23,0.58,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,Nighttime-Cooling,0.5
USA,Nuclear Family,Spring,Weekend,0,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,1,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,2,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,3,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,4,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,5,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,6,0.38,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,7,1.5,Morning-Routine,0.3,Morning-Routine,0.3,Morning-Routine,0.3,Morning-Routine,0.3,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,8,1.6,Breakfast,0.4,Breakfast,0.4,Breakfast,0.4,Breakfast,0.4,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,9,1.5,Gardening,0.2,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,10,1.4,Reading,0.1,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,11,1.6,Cleaning,0.3,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,12,0.8,Lunch,0.2,Lunch,0.2,Lunch,0.2,Lunch,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,13,1.4,Relaxing,0.1,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,14,1.7,Cooking,0.4,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,15,1.7,Cooking,0.4,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,16,1.7,Cooking,0.4,Working-From-Home,0.5,Playing-Video-Games,0.5,Playing-Outside,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,17,1.6,Dinner,0.3,Cooking,0.4,Dinner,0.3,Dinner,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,18,1.1,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,Family-Time,0.2,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,19,1.5,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,20,1.5,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Watching-TV,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Nuclear Family,Spring,Weekend,21,1.1,Preparing-Bed,0.2,Preparing-Bed,0.2,Preparing-Bed,0.2,Preparing-Bed,0.2,Nighttime-Heating,0.3,No-Cooling-Needed,0.0
