Country,Family_Type,Season,Pattern,Hour,Total_Electricity_Usage,Single-Mother_Action,Single-Mother_Consumption,Child1_Action,Child1_Consumption,Child2_Action,Child2_Consumption,Heating_Action,Heating_Consumption,Cooling_Action,Cooling_Consumption
USA,Single-Parent Family,Autumn,Weekday,3,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,4,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,5,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,6,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,7,0.9,Preparing-Breakfast,0.4,Eating-Breakfast,0.1,Eating-Breakfast,0.1,Morning-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,8,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,9,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,10,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,11,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,12,0.2,Lunch,0.2,Lunch,0.0,Lunch,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,13,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,14,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,15,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,16,0.5,Working-From-Home,0.5,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,17,1.3,Preparing-Dinner,0.4,Homework,0.3,Homework,0.3,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,18,0.8,Dinner,0.3,Dinner,0.1,Dinner,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,19,0.7,Family-Time-TV,0.2,Family-Time-TV,0.1,Family-Time-TV,0.1,Evening-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,20,0.7,Family-Time-TV,0.2,Preparing-Bedtime,0.05,Preparing-Bedtime,0.05,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,21,0.54,Preparing-Bedtime,0.1,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,22,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Autumn,Weekday,23,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,0,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,1,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,2,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,3,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,4,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,5,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,6,0.46,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,7,1.0,Preparing-Breakfast,0.4,Eating-Breakfast,0.1,Eating-Breakfast,0.1,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,8,0.7,Working-Online,0.3,School,0.0,School,0.0,Morning-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,9,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,10,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,11,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,12,0.7,Lunch,0.2,Lunch,0.1,Lunch,0.1,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,13,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,14,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,15,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,16,0.6,Working-Online,0.3,School,0.0,School,0.0,Daytime-Heating,0.3,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,17,1.2,Preparing-Dinner,0.4,Homework,0.2,Playing-Indoors,0.2,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,18,0.9,Dinner,0.3,Dinner,0.1,Dinner,0.1,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,19,0.9,Helping-Child1-with-Homework,0.2,Homework,0.2,Watching-TV,0.1,Evening-Heating,0.4,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,20,1.1,Watching-TV,0.1,Playing-Video-Games,0.3,Playing-Indoors,0.2,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,21,0.9,Preparing-Child2-for-Bed,0.2,Preparing-for-Bed,0.1,Preparing-for-Bed,0.1,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,22,0.64,Watching-TV,0.1,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Winter,Weekday,23,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating,0.5,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,0,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,1,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,2,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,3,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,4,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,5,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Maintaining-warmth,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,6,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Morning-Heating-Preparation,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,7,1.0,Preparing-Breakfast,0.5,Eating-Breakfast,0.1,Eating-Breakfast,0.1,Morning-Heating-Preparation,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,8,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,9,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,10,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,11,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,12,0.4,Lunch,0.2,Lunch,0.1,Lunch,0.1,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,13,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,14,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,15,0.3,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekday,16,0.7,Working-From-Home,0.3,School,0.0,School,0.0,No-Heating-Needed,0.0,Afternoon-Cooling-Heat,0.4
USA,Single-Parent Family,Spring,Weekday,17,1.7,Preparing-Dinner,0.4,Playing-Video-Games,0.3,Playing-Video-Games,0.3,Evening-Heating-Temperature-drop,0.3,Afternoon-Cooling-Heat,0.4
USA,Single-Parent Family,Spring,Weekday,18,1.2,Dinner,0.3,Dinner,0.1,Dinner,0.1,Evening-Heating-Temperature-drop,0.3,Afternoon-Cooling-Heat,0.4
USA,Single-Parent Family,Spring,Weekday,19,1.2,Helping-Child1-with-Homework,0.1,Homework,0.2,Homework,0.2,Evening-Heating-Temperature-drop,0.3,Afternoon-Cooling-Heat,0.4
USA,Single-Parent Family,Spring,Weekday,20,1.0,Helping-Child2-with-Homework,0.1,Watching-TV,0.2,Watching-TV,0.2,Evening-Heating-Temperature-drop,0.3,Evening-Cooling-Drop,0.2
USA,Single-Parent Family,Spring,Weekday,21,0.54,Watching-TV,0.2,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Stabilizing,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,22,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Stabilizing,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Spring,Weekday,23,0.36,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,Nighttime-Heating-Stabilizing,0.3,No-Cooling-Needed-Nighttime,0.0
USA,Single-Parent Family,Summer,Weekend,0,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,1,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,2,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,3,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,4,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,5,0.56,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.5
USA,Single-Parent Family,Summer,Weekend,6,0.9,Morning-Prep,0.1,Morning-Prep,0.05,Morning-Prep,0.05,No-Heating,0.0,Cooling-Morning,0.7
USA,Single-Parent Family,Summer,Weekend,7,1.2,Breakfast,0.3,Breakfast,0.1,Breakfast,0.1,No-Heating,0.0,Cooling-Morning,0.7
USA,Single-Parent Family,Summer,Weekend,8,1.3,Cleaning,0.2,Playing-Indoors,0.2,Playing-Indoors,0.2,No-Heating,0.0,Cooling-Morning,0.7
USA,Single-Parent Family,Summer,Weekend,9,1.2,Child1-Supervision,0.1,Playing-Indoors,0.2,Playing-Indoors,0.2,No-Heating,0.0,Cooling-Morning,0.7
USA,Single-Parent Family,Summer,Weekend,10,1.2,Child2-Supervision,0.1,Playing-Indoors,0.2,Playing-Indoors,0.2,No-Heating,0.0,Cooling-Morning,0.7
USA,Single-Parent Family,Summer,Weekend,11,2.1,Laundry,0.5,Outdoor-Play,0.3,Outdoor-Play,0.3,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,12,1.5,Lunch,0.3,Lunch,0.1,Lunch,0.1,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,13,1.7,Child1-Playtime,0.1,Outdoor-Play,0.3,Outdoor-Play,0.3,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,14,1.7,Child2-Playtime,0.1,Outdoor-Play,0.3,Outdoor-Play,0.3,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,15,1.8,Cooking,0.4,Playing-Indoors,0.2,Playing-Indoors,0.2,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,16,1.7,Child1-Playtime,0.1,Outdoor-Play,0.3,Outdoor-Play,0.3,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,17,1.7,Child2-Playtime,0.1,Outdoor-Play,0.3,Outdoor-Play,0.3,No-Heating,0.0,Cooling-Afternoon,1.0
USA,Single-Parent Family,Summer,Weekend,18,1.3,Dinner,0.3,Dinner,0.1,Dinner,0.1,No-Heating,0.0,Cooling-Evening,0.8
USA,Single-Parent Family,Summer,Weekend,19,1.4,TV-Watching,0.2,TV-Watching,0.2,TV-Watching,0.2,No-Heating,0.0,Cooling-Evening,0.8
USA,Single-Parent Family,Summer,Weekend,20,1.1,Child1-Storytime,0.1,Storytime,0.1,Storytime,0.1,No-Heating,0.0,Cooling-Evening,0.8
USA,Single-Parent Family,Summer,Weekend,21,0.8,Child2-Storytime,0.1,Preparing-Bed,0.05,Preparing-Bed,0.05,No-Heating,0.0,Cooling-Night,0.6
USA,Single-Parent Family,Summer,Weekend,22,0.74,Preparing-Bed,0.1,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.6
USA,Single-Parent Family,Summer,Weekend,23,0.66,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating,0.0,Cooling-Night,0.6
USA,Single-Parent Family,Spring,Weekend,0,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,1,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,2,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,3,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,4,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,5,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,6,0.06,Sleeping,0.02,Sleeping,0.02,Sleeping,0.02,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,7,1.1,Morning-Routine,0.5,Morning-Routine,0.3,Morning-Routine,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,8,1.0,Breakfast,0.4,Breakfast,0.3,Breakfast,0.3,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,9,1.1,Cleaning,0.3,Playing-Indoors,0.4,Playing-Indoors,0.4,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,10,1.2,Gardening,0.2,Playing-Outdoors,0.5,Playing-Outdoors,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,11,1.2,Gardening,0.2,Playing-Outdoors,0.5,Playing-Outdoors,0.5,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,12,0.7,Lunch,0.3,Lunch,0.2,Lunch,0.2,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
USA,Single-Parent Family,Spring,Weekend,13,0.8,Reading,0.1,Homework,0.3,Playing-Indoors,0.4,No-Heating-Needed,0.0,No-Cooling-Needed,0.0
